source,run_num,dl,output,log_name,num_cases
model_specialized_gru_30-1.87.h5,2,0.476881865,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,3,0.467328314,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,4,0.472120924,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,5,0.468323802,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,6,0.476448944,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,7,0.461820799,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,8,0.480811991,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,9,0.466384893,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_concatenated_gru_inter_28-2.59.h5,0,0.253122781,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,1,0.266728536,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,2,0.248152506,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,3,0.267631628,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,4,0.275409453,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,5,0.256119947,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,6,0.273345515,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,7,0.265930992,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,8,0.280340855,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,9,0.249626685,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,0,0.387130228,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,1,0.368334548,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,2,0.44015321,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,3,0.376648987,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,4,0.398111168,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,5,0.377749205,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,6,0.384521893,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,7,0.414145963,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,8,0.393326505,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,9,0.393382678,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,0,0.378205991,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,1,0.390003658,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,2,0.424437211,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,3,0.400520302,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,4,0.379266086,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,5,0.387999165,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,6,0.397521046,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,7,0.365961571,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,8,0.422744707,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,9,0.407137161,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,0,0.404008233,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,1,0.394116414,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,2,0.386738527,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,3,0.430862832,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,4,0.406847301,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,5,0.395323664,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,6,0.400149022,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,7,0.365791319,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,8,0.426470312,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,9,0.411891955,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,0,0.379758806,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,1,0.377559722,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,2,0.40329243,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,3,0.376811333,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,4,0.382649332,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,5,0.397101487,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,6,0.378548113,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,7,0.391693628,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,8,0.363655236,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,9,0.411764641,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,0,0.430594055,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,1,0.424189866,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,2,0.424455793,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,3,0.427345849,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,4,0.462354692,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,5,0.443986779,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,6,0.473136146,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,7,0.443233378,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,8,0.444471586,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,9,0.431831321,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_107-1.59.h5,0,0.830821681,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,1,0.833045163,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,2,0.851457934,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,3,0.853584026,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,4,0.841866654,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,5,0.818896447,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,6,0.834747561,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,7,0.839725057,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,8,0.855657911,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,9,0.841880826,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,0,0.793115036,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,1,0.78371069,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,2,0.801347947,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,3,0.817398904,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,4,0.807878244,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,5,0.811731544,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,6,0.808833087,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,7,0.813712522,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,8,0.801535336,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,9,0.792922135,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,0,0.863997543,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,1,0.833314437,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,2,0.864948665,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,3,0.834898589,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,4,0.869896384,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,5,0.865948602,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,6,0.862528345,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,7,0.849703956,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,8,0.867570547,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,9,0.872918241,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,0,0.817120181,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,1,0.829918588,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,2,0.800222033,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,3,0.828683233,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,4,0.825500756,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,5,0.845723104,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,6,0.816737528,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,7,0.838876291,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,8,0.832799509,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,9,0.82018613,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,0,0.813692051,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,1,0.78371975,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,2,0.812026014,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,3,0.808171497,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,4,0.775355096,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,5,0.804409171,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,6,0.785998162,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,7,0.80048687,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,8,0.783811757,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,9,0.816110152,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,0,0.766562736,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,1,0.773701728,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,2,0.797789116,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,3,0.78879548,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,4,0.799362245,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,5,0.807539969,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,6,0.760268931,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,7,0.778601348,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,8,0.772797419,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,9,0.788897478,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_gru_inter_30-0.52.h5,0,0.691726595,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,1,0.673496118,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,2,0.650273104,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,3,0.663985905,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,4,0.709694713,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,5,0.731024535,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,6,0.671105471,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,7,0.660585425,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,8,0.684677288,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,9,0.691273677,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,0,0.635469584,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,1,0.599142141,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,2,0.660606157,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,3,0.638555435,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,4,0.647422123,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,5,0.640407193,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,6,0.603586746,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,7,0.625678055,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,8,0.646412556,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,9,0.619136895,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,0,0.602603216,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,1,0.63856698,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,2,0.584404038,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,3,0.657087438,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,4,0.649008645,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,5,0.640785559,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,6,0.637820753,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,7,0.639639201,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,8,0.642342131,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,9,0.647082268,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,0,0.682461628,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,1,0.674206435,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,2,0.68718852,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,3,0.696010921,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,4,0.70216441,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,5,0.719532038,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,6,0.697782478,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,7,0.715267572,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,8,0.701578777,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,9,0.671301871,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,0,0.67463264,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,1,0.695061038,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,2,0.679356109,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,3,0.675724774,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,4,0.680963204,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,5,0.689702509,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,6,0.703566395,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,7,0.734488398,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,8,0.681353639,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,9,0.67285904,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,0,0.641868417,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,1,0.66030064,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
