source,run_num,els,output,log_name,num_cases
model_specialized_gru_30-1.87.h5,2,0.477388827,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,3,0.467793954,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,4,0.472976862,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,5,0.468346454,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,6,0.477262045,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,7,0.467266833,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,8,0.519508104,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,9,0.473481129,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_concatenated_gru_inter_28-2.59.h5,0,0.225088584,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,1,0.23893208,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,2,0.223532201,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,3,0.240459249,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,4,0.242697327,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,5,0.235997684,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,6,0.244226628,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,7,0.23564022,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,8,0.251127875,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,9,0.228782251,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,0,0.345811031,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,1,0.32915574,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,2,0.401010685,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,3,0.338101306,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,4,0.364715818,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,5,0.338325473,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,6,0.349105376,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,7,0.368600454,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,8,0.354757546,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,9,0.357949523,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,0,0.342111606,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,1,0.354929461,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,2,0.386815436,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,3,0.358915742,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,4,0.344936608,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,5,0.353706646,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,6,0.363461838,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,7,0.328263087,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,8,0.389224919,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,9,0.375508762,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,0,0.368630077,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,1,0.355231185,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,2,0.345609831,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,3,0.38817302,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,4,0.367673561,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,5,0.356416963,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,6,0.357638546,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,7,0.32854962,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,8,0.379738332,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,9,0.375736029,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,0,0.345605261,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,1,0.346214768,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,2,0.370631866,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,3,0.34203241,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,4,0.347766927,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,5,0.363794178,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,6,0.34418593,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,7,0.357283839,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,8,0.331269779,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,9,0.378526063,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,0,0.386346929,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,1,0.38415984,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,2,0.379045142,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,3,0.384959185,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,4,0.419956131,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,5,0.396609078,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,6,0.428435604,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,7,0.403568271,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,8,0.400686349,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,9,0.3892791,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_107-1.59.h5,0,0.798897738,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,1,0.811548094,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,2,0.819859553,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,3,0.819826344,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,4,0.806871559,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,5,0.789895543,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,6,0.803662786,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,7,0.812322842,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,8,0.825162576,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,9,0.815260681,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,0,0.785145789,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,1,0.779002353,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,2,0.790681169,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,3,0.806710859,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,4,0.797111339,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,5,0.801267144,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,6,0.800530034,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,7,0.804315277,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,8,0.791773368,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,9,0.785852021,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,0,0.830251148,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,1,0.804422006,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,2,0.831974555,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,3,0.80779648,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,4,0.838164347,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,5,0.832826452,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,6,0.835457996,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,7,0.819248667,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,8,0.834671877,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,9,0.842002889,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,0,0.791478139,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,1,0.809063475,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,2,0.780787674,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,3,0.808304635,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,4,0.806060706,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,5,0.824221698,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,6,0.797609351,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,7,0.81663461,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,8,0.813767598,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,9,0.797351069,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,0,0.81984737,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,1,0.784760128,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,2,0.813811728,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,3,0.812907252,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,4,0.776181815,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,5,0.804834341,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,6,0.786582377,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,7,0.801941896,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,8,0.785019269,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,9,0.817289104,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,0,0.749770154,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,1,0.753518444,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,2,0.774217056,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,3,0.76500229,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,4,0.779157557,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,5,0.785941165,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,6,0.738501177,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,7,0.756735835,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,8,0.752881083,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,9,0.767148959,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_gru_inter_30-0.52.h5,0,0.833273547,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,1,0.708342583,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,2,0.802681777,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,3,0.820735342,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,4,0.902817936,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,5,0.812729425,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,6,0.710705353,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,7,0.683509246,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,8,0.752023407,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,9,0.754917351,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,0,0.711129162,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,1,0.765875689,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,2,0.711275322,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,3,1.199454296,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,4,0.677264406,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,5,0.730086004,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,6,0.610839486,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,7,0.835100527,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,8,0.711255633,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,9,0.707249494,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,0,1.223552602,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,1,0.732626568,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,2,0.712291929,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,3,0.722178514,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,4,0.784800841,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,5,0.68754738,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,6,0.927314293,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,7,0.883243523,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,8,0.70853287,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,9,0.761488957,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,0,1.519212812,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,1,0.929062631,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,2,0.73315323,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,3,0.818707435,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,4,0.744903801,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,5,0.85594884,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,6,0.799058245,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,7,0.775072978,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,8,0.756051456,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,9,7.112490381,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,0,0.643643673,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,1,0.716197496,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,2,1.323201713,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,3,0.759160183,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,4,0.72216717,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,5,1.174311825,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,6,0.784583053,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,7,0.876170084,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,8,0.916466867,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,9,0.739322673,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,0,0.618377427,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,1,0.707786563,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
