source,run_num,mae_log,output,log_name,num_cases
model_specialized_gru_30-1.87.h5,3,746486.7581,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,4,746375.5272,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,5,746513.4632,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,6,746381.9729,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,7,746476.0125,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,8,746490.3997,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_specialized_gru_30-1.87.h5,9,746469.1116,outputs/20200805_192133894698,BPI_Challenge_2012_W_Two_TS,2085
model_concatenated_gru_inter_28-2.59.h5,0,246906.6897,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,1,234828.8621,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,2,221947.8793,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,3,178528.8621,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,4,258836.8103,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,5,228413.8793,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,6,251596.8621,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,7,215059.6897,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,8,233496.0862,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_28-2.59.h5,9,183134.8448,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,0,366917.2022,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,1,381616.443,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,2,369158.3719,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,3,386198.4422,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,4,355773.689,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,5,384024.6067,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,6,371586.3463,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,7,374502.4728,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,8,385862.5955,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_46-2.79.h5,9,366804.9406,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,0,403793.6806,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,1,414663.932,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,2,403898.3442,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,3,416831.8452,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,4,408319.3141,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,5,407379.9877,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,6,404023.7658,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,7,424509.5317,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,8,406996.1852,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_gru_inter_67-2.73.h5,9,404132.7609,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,0,160190.4828,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,1,193862.0345,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,2,130636.2069,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,3,154586.9655,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,4,198269.3448,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,5,176978.5517,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,6,133235.2414,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,7,195769.5,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,8,181616.6207,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_33-2.52.h5,9,197098.2241,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,0,303352.4828,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,1,316839.5517,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,2,319861.6207,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,3,304445.3448,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,4,312356.1207,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,5,327711.6897,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,6,313779.931,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,7,326964.9138,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,8,314601.2414,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_39-2.52.h5,9,325551.3448,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,0,186001.0502,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,1,254351.7973,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,2,206997.8323,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,3,235084.8324,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,4,186498.8681,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,5,166330.1399,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,6,230248.9768,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,7,262310.5995,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,8,211836.8466,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_shared_cat_inter_full_50-2.86.h5,9,179529.9258,outputs/20200808_7FB8258E_52E6_4B88_8FDB_65D18D0AEA11,inter_Production,58
model_concatenated_inter_107-1.59.h5,0,368690.3903,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,1,368131.7218,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,2,368365.9324,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,3,367489.4858,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,4,365725.8741,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,5,366840.7051,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,6,362336.3329,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,7,365892.4293,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,8,368797.5935,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_107-1.59.h5,9,365619.3362,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,0,405459.2262,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,1,404875.4524,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,2,408537.3056,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,3,407600.2619,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,4,408819.1825,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,5,408516.5476,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,6,406443.8294,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,7,406046.8849,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,8,405413.7937,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_30-1.39.h5,9,406752.746,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,0,367783.2542,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,1,365826.5132,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,2,368417.4212,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,3,367141.6824,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,4,363594.4965,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,5,369669.2006,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,6,365559.5568,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,7,366298.3409,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,8,366551.1685,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_inter_62-1.65.h5,9,368307.86,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,0,424455.771,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,1,424553.2682,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,2,424156.4256,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,3,424452.7679,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,4,424406.2555,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,5,424159.5926,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,6,424304.0822,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,7,424403.8439,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,8,424555.1962,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_51-1.45.h5,9,424013.1082,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,0,411709.5,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,1,409152.254,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,2,412106.6944,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,3,410384.754,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,4,408458.8413,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,5,410325.5516,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,6,409386.746,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,7,409548.6587,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,8,409299.1468,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.30.h5,9,410558.2897,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,0,410651.6528,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,1,410740.9002,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,2,411307.6778,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,3,409880.1097,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,4,411799.7352,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,5,411470.7462,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,6,411306.2416,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,7,410815.9601,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,8,411591.0609,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_shared_cat_inter_full_61-1.46.h5,9,410817.7884,outputs/20200808_D7F23DA8_C9C6_4A09_86B7_114141BBB58C,inter_ConsultaDataMining201618,252
model_concatenated_gru_inter_30-0.52.h5,0,2396069.992,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,1,2376689.693,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,2,2374674.093,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,3,2385322.64,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,4,2415614.595,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,5,2433056.823,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,6,2387088.01,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,7,2372830.849,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,8,2380143.465,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_30-0.52.h5,9,2377143.835,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,0,2284897.036,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,1,2337398.925,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,2,2286775.002,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,3,2293811.669,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,4,2280605.38,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,5,2280003.215,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,6,2329132.605,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,7,2293111.785,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,8,2290899.345,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_60-0.53.h5,9,2319446.28,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,0,2367628.41,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,1,2328271.052,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,2,2373494.387,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,3,2348668.364,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,4,2340554.526,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,5,2328857.37,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,6,2339872.613,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,7,2335548.098,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,8,2332355.405,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_gru_inter_72-0.47.h5,9,2332345.803,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,0,2329075.656,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,1,2343466.419,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,2,2340474.263,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,3,2338423.016,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,4,2361526.14,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,5,2348253.444,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,6,2372136.36,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,7,2360123.922,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,8,2359368.424,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_29-0.52.h5,9,2341761.131,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,0,2339651.815,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,1,2376444.971,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,2,2329501.017,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,3,2359809.827,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,4,2367809.613,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,5,2367857.798,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,6,2351240.983,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,7,2390073.168,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,8,2366713.353,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.47.h5,9,2337246.133,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,0,2431667.579,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,1,2409971.08,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,2,2412476.151,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
