source,run_num,mae_log,output,log_name,num_cases
model_concatenated_inter_32-0.52.h5,3,2406309.375,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,4,2408510.991,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,5,2421375.611,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,6,2411748.164,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,7,2407884.34,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,8,2409047.274,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_concatenated_inter_32-0.52.h5,9,2426773.626,outputs/20200808_D11E238A_8A44_46AF_A349_FF026C83F2A4,inter_PurchasingExample,173
model_shared_cat_gru_inter_10-2.16.h5,0,732543.0823,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,1,732161.9122,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,2,731706.4077,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,3,731123.7112,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,4,732313.0039,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,5,731963.3329,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,6,732650.3031,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,7,731760.0824,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,8,732155.2152,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_10-2.16.h5,9,732034.2754,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,0,480319.0028,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,1,495338.2196,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,2,481590.8181,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,3,495887.8185,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,4,486121.4254,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,5,489026.7341,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,6,474015.8819,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,7,488840.154,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,8,494622.7673,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_14-2.19.h5,9,500392.4742,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,0,741106.0537,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,1,741343.6949,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,2,741207.5121,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,3,741003.3659,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,4,740796.7816,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,5,740971.1014,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,6,741144.9063,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,7,741085.9356,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,8,740704.3563,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_gru_inter_20-2.28.h5,9,741199.8671,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,0,352438.4954,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,1,353718.2683,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,2,348363.6247,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,3,346978.4674,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,4,348896.0631,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,5,345527.2101,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,6,357492.2185,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,7,344946.3355,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,8,352129.2684,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_09-2.38.h5,9,348113.7924,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,0,735475.3284,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,1,735255.4929,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,2,736702.0833,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,3,735816.0128,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,4,736239.221,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,5,735232.6195,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,6,735841.208,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,7,735901.9562,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,8,735504.4363,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-1.99.h5,9,736077.7332,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,0,551070.097,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,1,539892.9975,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,2,557539.3164,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,3,546474.4203,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,4,536076.9555,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,5,531595.0799,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,6,542010.3701,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,7,536468.7345,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,8,552094.104,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
model_shared_cat_inter_full_11-2.34.h5,9,542563.0068,outputs/20200808_12116D81_2309_48DF_BC47_5631BA14F5D7,inter_BPI_Challenge_2012_W_Two_TS,2085
inter_Production_training.bpmn,0,440612.4028103449,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,1,450875.40751724143,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,2,473023.26591379306,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,3,462428.8418275861,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,4,460699.1567758621,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,5,447793.54993103433,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,6,458203.7893103447,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,7,417536.48268965515,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,8,462973.8258965519,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_Production_training.bpmn,9,459026.02706896554,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,0,193899.8275862069,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,1,148765.1551724138,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,2,182233.0172413793,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,3,200872.1896551724,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,4,186647.55172413794,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,5,181458.4827586207,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,6,227914.7068965517,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,7,162660.74137931035,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,8,159507.3275862069,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_33-2.66.h5,9,136872.55172413794,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,0,402787.94816194836,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,1,397179.45367284486,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,2,402477.5234900862,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,3,402093.55292591377,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,4,390421.72541049984,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,5,401472.4490632759,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,6,395523.8460465,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,7,396488.7990762413,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,8,384612.060430707,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_47-2.64.h5,9,390778.20279055164,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,0,232109.1551724138,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,1,246233.7931034483,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,2,229459.39655172414,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,3,243841.8448275862,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,4,221764.5,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,5,220340.74137931035,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,6,207795.24137931035,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,7,205299.3275862069,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,8,256251.44827586206,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_87-2.62.h5,9,238312.8620689655,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,0,294396.2068965517,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,1,252461.56896551725,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,2,293077.6034482759,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,3,234742.87931034484,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,4,276422.7586206897,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,5,308255.7586206897,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,6,266216.6896551724,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,7,271160.6551724138,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,8,294459.2586206897,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_33-2.42.h5,9,245487.0,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,0,397986.36227725865,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,1,379353.0375371724,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,2,407553.73173901724,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,3,393195.6793716895,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,4,395137.81801906903,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,5,404010.09189753456,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,6,390412.8844947413,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,7,401791.17955168977,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,8,380676.38324972417,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_concatenated_gru_41-2.64.h5,9,391705.3458951207,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,0,446509.4869711554,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,1,450562.84669510345,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,2,446626.8744766724,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,3,436916.08588936203,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,4,440360.45940327586,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,5,451479.08993799984,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,6,453762.7075542412,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,7,443082.62527543085,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,8,446191.73672556895,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
model_specialized_gru_55-2.66.h5,9,456806.81630277593,outputs/20200811_2B2AD561_70D3_4F31_8672_30E5B7718CF0,inter_Production,58
inter_ConsultaDataMining201618_training.bpmn,0,424077.3558690477,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,1,423968.6162380952,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,2,425470.5605634919,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,3,424134.3246904763,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,4,425066.09907142876,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,5,425278.7399722223,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,6,424711.48061507917,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,7,424392.46263492055,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,8,424013.60075793636,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
inter_ConsultaDataMining201618_training.bpmn,9,425530.45407142834,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,0,207589.11340994458,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,1,186504.76844834533,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,2,165471.317267877,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,3,185258.39528661518,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,4,181683.19628165886,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,5,191844.91360323434,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,6,186457.1468628931,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,7,202169.50903486123,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,8,184138.04060615881,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_43-1.40.h5,9,208070.40565028985,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,0,368453.9148789486,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,1,361155.92668250407,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,2,366643.771785155,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,3,370807.68329664296,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,4,367524.6323448258,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,5,362889.01294015924,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,6,364232.9625935674,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,7,366401.7607288698,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,8,361916.7737672104,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_98-1.35.h5,9,359624.1313377107,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,0,381020.2619047619,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,1,377728.2301587302,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,2,378240.65476190473,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,3,381610.75793650793,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,4,378346.9246031746,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,5,376444.44444444444,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,6,380628.3849206349,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
model_concatenated_gru_65-1.21.h5,7,382453.0634920635,outputs/20200811_AC264370_B2A4_40C1_B7DD_9B308E79E859,inter_ConsultaDataMining201618,252
